Site ID,Current Site Name,Line1 Address,Comu ,Site Municipality,Zip Code ,Contamination
123582,MARVEL MFG CO,159 DWIGHT PL,0707,Fairfield Twp,07004    ,RAO-Entire Site (Unrestricted Use)
165843,MARY WHEELER EDUCATION CENTER,447 18TH AVE,0714,Newark City,07104    ,Suspected
27218,MASTEK CONTROLS INC,299 FAIRFIELD AVE,0707,Fairfield Twp,07006    ,Suspected
64676,MATT DRIVE GROUNDWATER CONTAMINATION,8 MATT DR,0707,Fairfield Twp,07006    ,Source Identified
55625,MATTRESS WAREHOUSE,605 609 21ST ST,0709,Irvington Twp,07111    ,Suspected
64401,MAX MARK COLOR CORP,292 COIT ST,0709,Irvington Twp,07111    ,Suspected
48618,MAYFAIR FOODTOWN,260 LAFAYETTE ST,0714,Newark City,07105    ,LSRP Oversight
750727,MAYFAIR RETAIL CLEANERS FORMER COLOCATION,16TH AVE,0714,Newark City,07103    ,Suspected
63755,MAYS CHEMICAL CO,107 LEHIGH DR,0707,Fairfield Twp,07006    ,RAO-ISRA Leasehold (Unrestricted Use)
577757,MBDF,142 146 HAWTHORNE AVE,0714,Newark City,07112    ,LSRP Oversight
8163,MBF AUTO RE,1220  1120 BLOOMFIELD AVE,0721,West Caldwell Twp,07006    ,RAO-A (Unrestricted Use)
352839,MB GARRIGAN CO,99 111 GOTTHART ST,0714,Newark City,07105    ,LSRP Oversight
722658,MCCALMONT,176 WALNUT ST,0702,Bloomfield Twp,07003    ,RAO-A (Unrestricted Use)
447212,MCCANFIELD & SONS FORMER,MARROW ST & CORNERSTONE LN,0714,Newark City,07103    ,Known
655548,MCCARTER HIGHWAY GROUND WATER CONTAMINATION,MCCARTER HWY,0714,Newark City,07102    ,Known
598584,MCDONALDS RESTAURANT,145 147 MAIN ST,0717,Orange City Twp,07050    ,LSRP Oversight
591294,MCDONALDS USA,573 NORTHFIELD AVE ,0722,West Orange Twp,07052    ,RAO-A (Unrestricted Use)
497637,MCFRELING,896 FRELINGHUYSEN AVE,0714,Newark City,07114    ,LSRP Oversight
8151,MCGRAW EDISON CO COOPER INDUSTRIES @ WEST CALDWELL IND VILLAGE,7 FAIRFIELD CRESCENT,0721,West Caldwell Twp,07006    ,LSRP Oversight
63966,MCGRAW EDISON CO SERVICE DIV,142 CLINTON RD,0707,Fairfield Twp,07006    ,LSRP Oversight
44643,M CHASEN & SON INC,123 S 20TH ST,0709,Irvington Twp,07111    ,LSRP Oversight
33921,MCKESSON ENVIROSYSTEMS CO,600 DOREMUS AVE,0714,Newark City,07114    ,Known
533202,MCP BLOOMFIELD JOINT VENTURE,617 BLOOMFIELD AVE,0702,Bloomfield Twp,07003    ,RAO-Entire Site (Limited Restricted Use)
756201,MEADOWBROOK GROUND WATER CONTAMINATION,MEADOWBROOK RD,0712,Millburn Twp,07078    ,Suspected
32002,M EAGLES TOOL WAREHOUSE INC,178 192 SHERMAN AVE,0714,Newark City,07114    ,RAO-A (Unrestricted Use)
376727,MEG DU DAY CARE ACADEMY CORP,847 STUYVESANT AVE,0709,Irvington Twp,07111    ,CCF Approved
592005,MELROSE AVENUE & 18TH AVENUE GROUND WATER CONTAMINATION,MELROSE AVE & 18TH AVE,0714,Newark City,07106    ,Known
9024,MENASHA CORP NJ PACKAGING  DIV,6 COMMERCE RD,0707,Fairfield Twp,070061682,RAO-A (Unrestricted Use)
619991,MERCY LAND DAY CARE,396 15TH AVE,0714,Newark City,07108    ,LSRP Oversight
38586,MESSINGER TRUCKING & WAREHOUSE @ MESSINGER IND COMPLEX,84 132 LOCKWOOD ST,0714,Newark City,07114    ,RAO-Entire Site (Restricted Use)
9111,METAL CUTTING CORP,59 VILLAGE PARK RD,0704,Cedar Grove Twp,070091212,RAO-Entire Site (Restricted Use)
50232,METAL FINISH INC,9 15 LEGAL ST,0714,Newark City,07114    ,RAO-ISRA Entire Site (Restricted Use)
8647,METAL MANAGEMENT NORTHEAST INC,214 266 DOREMUS AVE,0714,Newark City,071050000,RAO-A (Unrestricted Use)
8396,METAL PARTS PROCESSING CO INC,165 171 DELANCEY ST,0714,Newark City,07105    ,LSRP Oversight
358443,METALS USA INC,182 FRELINGHUYSEN AVE,0714,Newark City,07114    ,LSRP Oversight
737576,METCALF PARK IMPROVEMENTS PHASE 2,717 VALLEY ST,0717,Orange City Twp,07050    ,CEA Established (Limited Restricted Use)
71598,METRO MARBLE INC,324 WASHINGTON ST,0717,Orange City Twp,07050    ,LSRP Oversight
360327,METROPOLITAN HEAD START,149 SPRINGFIELD AVE,0714,Newark City,07102    ,LSRP Oversight
54089,MFG RESERVE SUPPLY CO,16 22 WOOLSEY ST,0709,Irvington Twp,07111    ,RAO-Entire Site (Restricted Use)
98915,MFG VILLAGE,340 364 GLENWOOD AVE,0705,East Orange City,07017    ,Known
54532,MICROTRONICS CORP @ W ESSEX IND PK,4 HENDERSON DR,0721,West Caldwell Twp,07006    ,LSRP Oversight
23961,MIDAS MUFFLER & BRAKE SHOP,371 BLOOMFIELD AVE,0702,Bloomfield Twp,07000    ,Suspected
51987,MID ESSEX PROFESSIONAL BUILDING,144 S HARRISON ST,0705,East Orange City,07018    ,RAO-A (Unrestricted Use)
8942,M&I FUEL INC SERVICE STATION,1029 CLINTON AVE,0709,Irvington Twp,07111    ,LSRP Oversight
435566,MIGHTY DREAMER ACADEMY PROPOSED,192 COLUMBIA AVE,0709,Irvington Twp,07111    ,No SRP Oversight Required
426362,MIGHTY OAKS LEARNING CENTER,96 S 6TH ST,0714,Newark City,07107    ,CCF Approved
55419,MIKES SERVICE STATION,403 IRVINGTON AVE,0719,South Orange Village Twp,07079    ,RAO-A (Unrestricted Use)
670831,MILLBURN AVENUE & DAMEO PLACE GROUND WATER CONTAMINATION,MILLBURN AVE & DAMEO PL,0712,Millburn Twp,07078    ,Known
451548,MILLBURN TWP,101 ESSEX ST,0712,Millburn Twp,07041    ,RAO-A (Unrestricted Use)
360329,MILLBURN TWP CO OPERATIVE NURSERY SCHOOL,951 RIDGEWOOD RD,0712,Millburn Twp,07041    ,CCF Approved
46448,MILLBURN TWP DPW GARAGE,345 ESSEX ST,0712,Millburn Twp,07041    ,LSRP Oversight
46444,MILLBURN TWP DPW PUMP STATION #3,148 CANOE BROOK RD,0712,Millburn Twp,07041    ,CEA Lifted
46447,MILLBURN TWP DPW PUMP STATION #4,51 JFK PKWY,0712,Millburn Twp,07041    ,RAO-A (Unrestricted Use)
423270,MILLBURN TWP TAYLOR PARK & POND,100 MAIN ST,0712,Millburn Twp,07041    ,LSRP Oversight
9231,MILLENNIUM FUEL INC,113 119 FRANKLIN ST,0701,Belleville Twp,07109    ,LSRP Oversight
356646,MILLER STREET ABANDONED DRUMS,MILLER ST,0714,Newark City,07114    ,No SRP Oversight Required
23689,MILLNER GEORGE,77 HUGHES ST,0711,Maplewood Twp,07040    ,Suspected
672639,MILL STREET FACILITY,1 MILL ST,0701,Belleville Twp,07109    ,LSRP Oversight
714684,MILZAZ KIDZ ACADEMY,19 HUTTON AVE,0722,West Orange Twp,07052    ,LSRP Oversight
8623,MINCING TRADING CORP,528 FERRY ST,0714,Newark City,07105    ,RAO-Entire Site (Restricted Use)
24610,MISCIA SERVICE STATION,277 BLOOMFIELD AVE,0720,Verona Twp,070440000,LSRP Oversight
488247,MITCHELL SUPREME FUEL CO,103 GROVE ST ,0713,Montclair Twp,07042    ,RAO-Entire Site (Unrestricted Use)
48918,MITCHELL SUPREME FUEL CO INC,85 WALNUT ST,0713,Montclair Twp,07042    ,CCF Approved
616084,MIXED USE BUILDING @ 1 SEYMOUR PLAZA,1 SEYMOUR PLAZA ,0713,Montclair Twp,07042    ,RAO-A (Restricted Use)
33201,M&J MACHINE PRODUCTS INC,99 PENNINGTON ST,0714,Newark City,07032    ,LSRP Oversight
426172,M&M EAST CENTRE STREET APARTMENTS,57 E CENTRE ST,0716,Nutley Twp,07110    ,RAO-A (Unrestricted Use)
8251,M&M GROUP INC,21 N DAY ST,0717,Orange City Twp,07050    ,LSRP Oversight
396296,MOBIL SERVICE STATION #15J8K,695 697 IRVINGTON AVE ,0714,Newark City,08880    ,RAO-A (Limited Restricted Use)
8694,MOBIL SERVICE STATION #2634877,1226 BROAD ST,0714,Newark City,07114    ,RAO-A (Limited Restricted Use)
304921,MODERN AUTO BODY INC,451 VALLEY ST,0719,South Orange Village Twp,07079    ,RAO-A (Unrestricted Use)
356867,MODERN IRON WORKS,406 TOMPKINS ST,0717,Orange City Twp,07050    ,Suspected
8753,MOLINE KRONBERG CLEANERS,225 LORRAINE AVE,0713,Montclair Twp,07043    ,Known
376728,MOMMY & DADDYS HELPER CHILDCARE CORP,100 BLOOMFIELD AVE,0713,Montclair Twp,07042    ,CCF Approved
477031,MOMS HOUSE DAYCARE,11 HUTTON AVE,0722,West Orange Twp,07052    ,RAO-A (Unrestricted Use)
40535,MONSON ENGINEERING CO,6 DANIEL RD E,0707,Fairfield Twp,07004    ,Known
158058,MONTAGUE MOVING & STORAGE CO INC,247 SNYDER ST,0717,Orange City Twp,07050    ,RAO-A (Unrestricted Use)
19283,MONTCLAIR AUTO TOP & SEAT COVER CO CORP,195 GLENRIDGE AVE,0713,Montclair Twp,07042    ,RAO-A (Unrestricted Use)
8961,MONTCLAIR CHILD DEVELOPMENT CENTER HEAD START,272 BALDWIN ST,0708,Glen Ridge Boro,07028    ,RAO-A (Unrestricted Use)
360332,MONTCLAIR CHILD DEVELOPMENT CENTER INC,261 WILLIAM ST,0717,Orange City Twp,07050    ,CCF Approved
360337,MONTCLAIR CHILD DEVELOPMENT CENTER INC,33 FULTON ST,0713,Montclair Twp,07042    ,Suspected
46624,MONTCLAIR CITGO SERVICE STATION FORMER,527 529 VALLEY RD,0713,Montclair Twp,07042    ,LSRP Oversight
360336,MONTCLAIR COMMUNITY PRE K,49 ORANGE RD,0713,Montclair Twp,07042    ,CCF Approved
43281,MONTCLAIR DODGE,10 ELM ST,0713,Montclair Twp,07042    ,LSRP Oversight
87685,MONTCLAIR FIRE HEADQUARTERS,1 PINE ST,0713,Montclair Twp,07042    ,RAO-A (Unrestricted Use)
168733,MONTCLAIR HIGH SCHOOL ATHLETIC FIELDS,28 ESSEX AVE,0713,Montclair Twp,07042    ,Known
64841,MONTCLAIR INN,27 HILLSIDE AVE,0713,Montclair Twp,07042    ,Suspected
557962,MONTCLAIR MEWS APARTMENT BUILDING,77 GROVE ST ,0713,Montclair Twp,07042    ,No SRP Oversight Required
81532,MONTCLAIR TIMES CO,114 VALLEY RD,0713,Montclair Twp,07042    ,RAO-A (Unrestricted Use)
47036,MONTCLAIR TWP DPW,219 N FULLERTON AVE,0713,Montclair Twp,07042    ,LSRP Oversight
64117,MONTCLAIR TWP GROUNDWATER CONTAMINATION,LORRAINE AVE & VALLEY RD,0713,Montclair Twp,07028    ,LSRP Oversight
47097,MONTCLAIR TWP POLICE HEADQUARTERS,647 BLOOMFIELD AVE,0713,Montclair Twp,07042    ,LSRP Oversight
44972,MONTCLAIR TWP PUBLIC LIBRARY,50 S FULLERTON AVE,0713,Montclair Twp,07042    ,RAO-A (Unrestricted Use)
45019,MONTCLAIR TWP WATER DEPT,54 WATCHUNG AVE,0713,Montclair Twp,07043    ,LSRP Oversight
364285,MONTCLAIR URBAN RENEWAL CORP,11 PINE ST,0713,Montclair Twp,07042    ,LSRP Oversight
587244,MONTESANO ROAD GROUNDWATER CONTAMINATION,MONTESANO RD,0707,Fairfield Twp,07004    ,Known
581834,MONTGOMERY HEIGHTS CHILD DEVELOPMENT CENTER,671 MARTIN LUTHER KING BLVD,0714,Newark City,07103    ,LSRP Oversight
360331,MONT VAIL DAY CARE CENTER,865 871 SANFORD AVE,0709,Irvington Twp,00       ,CCF Approved
8191,MONTY MOTORS,209 VALLEY ST,0719,South Orange Village Twp,07079    ,RAO-A (Unrestricted Use)
257863,MORGAN & BROTHER MANHATTAN STORAGE CO INC ,641 BLOOMFIELD AVE,0713,Montclair Twp,07042    ,LSRP Oversight
376729,MORNING STAR DAY CARE CENTER INC,1219 SPRINGFIELD AVE,0709,Irvington Twp,07111    ,LSRP Oversight
57600,MORROW MEMORIAL METHODIST CHURCH,600 RIDGEWOOD RD,0711,Maplewood Twp,07040    ,RAO-A (Unrestricted Use)
378502,MOTHERS CARE,746 SPRINGFIELD AVE,0709,Irvington Twp,07111    ,Suspected
615062,MOUNTAINSIDE MEDICAL OFFICE BUILDING,311 BAY AVE,0713,Montclair Twp,07028    ,Suspected
376730,MOUNT CARMEL GUILD CARES,658 SUMMER AVE,0714,Newark City,07104    ,Suspected
8252,MOUNT CARMEL TOWERS,268 278 OAKWOOD AVE,0717,Orange City Twp,07050    ,RAO-A (Unrestricted Use)
80635,MOUNT OLIVE BAPTIST CHURCH,11 ASHLAND AVE,0705,East Orange City,07019    ,Suspected
360341,MOUNT PLEASANT,100 MONTGOMERY ST,0714,Newark City,07102    ,CCF Approved
13993,MOUNT VERNON SUNOCO SERVICE STATION,786 SANFORD AVE,0714,Newark City,71019    ,No SRP Oversight Required
57670,MOUNT ZION BAPTIST CHURCH,208 BROADWAY,0714,Newark City,07101    ,Suspected
8201,M&P AUTO BODY SHOP INC,362 LACKAWANNA PL,0719,South Orange Village Twp,07079    ,RAO-A (Unrestricted Use)
26255,MPM DISPLAY INC,74 WOOLSEY ST,0709,Irvington Twp,07111    ,RAO-A (Unrestricted Use)
177186,MP PRODUCTS ,27 VERONA AVE,0714,Newark City,07104    ,Known
518526,MPT FACILITY INC PROPERTY,121 129 SUSSEX AVE,0714,Newark City,07103    ,RAO-Entire Site (Restricted Use)
8857,MT PLEASANT EXXON SERVICE STATION,38 E MT PLEASANT AVE ,0710,Livingston Twp,07039    ,LSRP Oversight
8384,MULBERRY HAMILTON PARKING LOT,69 91 LAFAYETTE ST,0714,Newark City,07102    ,RAO-Entire Site (Unrestricted Use)
65652,MULBERRY STREET,MULBERRY ST,0714,Newark City,07101    ,Suspected
127364,MULTIWALL PACKAGING CORP,151 161 FABYAN PL,0714,Newark City,07112    ,RAO-ISRA Entire Site (Restricted Use)
721062,MUNICIPAL SQUARE @ 80 MAIN STREET OF WEST ORANGE,80 MAIN ST,0722,West Orange Twp,07052    ,RAO-A (Unrestricted Use)
27242,MURPHY VARNISH LOFTS,225 239 MCWHORTER ST,0714,Newark City,07105    ,LSRP Oversight
600899,MURRAY STREET & GOBLE STREET GROUND WATER CONTAMINATION,MURRAY ST & GOBLE ST ,0714,Newark City,07114    ,Known
9120,MW JENKINS SONS INC,444 POMPTON AVE,0704,Cedar Grove Twp,07009    ,Known
394333,MY 1ST TIME CHILD CARE CENTER PROPOSED,23 ORANGE ST,0702,Bloomfield Twp,07003    ,CCF Approved
665748,MY 1ST TIME LEARNING CENTER,45 DODD ST,0702,Bloomfield Twp,07003    ,LSRP Oversight
750726,MYLES CLEANERS FORMER COLOCATION,SUSSEX AVE,0714,Newark City,07107    ,Suspected
522477,MYUNG SOOK PARK PROPERTY,412 BROAD ST,0702,Bloomfield Twp,07003    ,RAO-A (Unrestricted Use)
55393,NANES METAL FINISHING & ASSEMBLY CORP,305 3RD AVE W,0714,Newark City,07112    ,Known
8561,NATIONAL CAR RENTAL @ NEWARK LIBERTY INTL AIRPORT,BLDG 25,0714,Newark City,07101    ,LSRP Oversight
20775,NATIONAL FUEL OIL INC,175 ORANGE ST,0714,Newark City,071030000,LSRP Oversight
8487,NATIONAL FUEL OIL INC BULK OIL STORAGE PLANT,525 RAYMOND BLVD,0714,Newark City,07104    ,Known
14550,NATIONAL LIGHTING CORP,522 CORTLANDT ST,0701,Belleville Twp,07109    ,LSRP Oversight
64321,NATIONAL MAGNETICS GROUP INC,250 SOUTH ST,0714,Newark City,07199    ,Known
19985,NATIONAL PAINT PRODUCTS CO,500 CHANCELLOR AVE,0709,Irvington Twp,07111    ,Known
468753,NATIONAL SPRING CO,49 55 E RUNYON ST,0714,Newark City,07114    ,Suspected
42433,NATIONAL WATER MAIN CLEANING,875 SUMMER AVE,0714,Newark City,07104    ,LSRP Oversight
39812,NATIONWIDE CFS INC,192 TYLER ST,0714,Newark City,07101    ,EPA Removal Action Complete
64319,NAVY STREET & PORT STREET,NAVY ST & PORT ST,0714,Newark City,07118    ,Suspected
355222,NBC AUTO PARTS,495 FRANKLIN AVE,0716,Nutley Twp,07110    ,RAO-A (Unrestricted Use)
8545,NEBRASKA MEAT CORP,124 MALVERN ST,0714,Newark City,07105    ,LSRP Oversight
52738,NEEDIES TOWING,467 CHANCELLOR AVE,0709,Irvington Twp,07111    ,LSRP Oversight
360344,NEIGHBORHOOD CHILD CARE CENTER INC,30 MAPLE AVE,0713,Montclair Twp,07042    ,CCF Approved
24446,NELSONS AUTOMOTIVE INC,145 DUNNELL RD,0711,Maplewood Twp,07040    ,LSRP Oversight
8506,NESBITT AUTO PARTS & SERVICE INC,34 38 NESBITT ST,0714,Newark City,07101    ,LSRP Oversight
16156,NEVADA STREET URBAN RENEWAL,2 NEVADA ST,0714,Newark City,07102    ,RAO-Entire Site (Limited Restricted Use)
8717,NEWARK BAY COGENERATION PLANT,414 462 AVE P,0714,Newark City,07105    ,LSRP Oversight
14891,NEWARK BOXBOARD CO,54 LOCKWOOD ST,0714,Newark City,07105    ,LSRP Oversight
16056,NEWARK BP SERVICE STATION,584 594 SPRINGFIELD AVE,0714,Newark City,07054    ,No SRP Oversight Required
458031,NEWARK CITY,127 141 CLAY ST,0714,Newark City,07104    ,LSRP Oversight
620710,NEWARK CITY #845878 @ 55 UNION STREET,28 50 MCWHORTER ST,0714,Newark City,07105    ,RAO-Entire Site (Unrestricted Use)
183038,NEWARK CITY ARCHIVES,295 HALSEY ST,0714,Newark City,07102    ,LSRP Oversight
395843,NEWARK CITY BD OF ED NEW OLIVER STREET SCHOOL,86 OLIVER ST,0714,Newark City,07105    ,Known
64760,NEWARK CITY CAMDEN STREET LOT,CAMDEN ST,0714,Newark City,07101    ,Suspected
612540,NEWARK CITY COMBINED SEWER OVERFLOW SOLIDS & FLOATABLES CONTROL MEASURES PHASE IIIC,DELAVAN AVE & 4TH AVE & ROANOKE AVE,0714,Newark City,07105    ,LSRP Oversight
402066,NEWARK CITY DEPT OF ECONOMIC & HOUSING DEVELOPMENT,49 59 RIVERSIDE AVE,0714,Newark City,07104    ,Suspected
57533,NEWARK CITY DEPT OF SANITATION,62 FRELINGHUYSEN AVE,0714,Newark City,07101    ,LSRP Oversight
47895,NEWARK CITY DIV OF MOTOR VEHICLES VICTORIA STREET GARAGE,36 VICTORIA ST,0714,Newark City,07114    ,LSRP Oversight
469174,NEWARK CITY DOREMUS AVENUE WASTE OIL SPILL,DOREMUS AVE,0714,Newark City,07105    ,No SRP Oversight Required
381345,NEWARK CITY ECONOMIC & HOUSING DEVELOPMENT,124 128 130 FAIRMOUNT AVE,0714,Newark City,07102    ,Suspected
47758,NEWARK CITY FINANCE CENTER,828 BROAD ST,0714,Newark City,07102    ,No SRP Oversight Required
63103,NEWARK CITY FIRE DEPT COMMUNITY RELATIONS BUILDING,44 MT PROSPECT AVE,0714,Newark City,07104    ,LSRP Oversight
57804,NEWARK CITY FIRE DEPT ENGINE #14,69 71 VESEY ST,0714,Newark City,07101    ,LSRP Oversight
417396,NEWARK CITY FIRE DEPT ENGINE #21 & #26 ,420 38 SANFORD AVE,0714,Newark City,07106    ,LSRP Oversight
57839,NEWARK CITY FIRE DEPT ENGINE CO #10,33 ASTOR ST,0714,Newark City,07101    ,LSRP Oversight
57891,NEWARK CITY FIRE DEPT ENGINE CO #19,526 528 FRELINGHUYSEN AVE,0714,Newark City,07101    ,LSRP Oversight
57892,NEWARK CITY FIRE DEPT ENGINE CO #29 TRUCK 10,1028 1030 BERGEN ST,0714,Newark City,07101    ,LSRP Oversight
48593,NEWARK CITY FIRE DEPT ENGINE CO #6 TRUCK #11,345 9TH ST S,0714,Newark City,071080000,LSRP Oversight
63113,NEWARK CITY FIRE DEPT ENGINE CO #7,296 308 W MARKET ST,0714,Newark City,07103    ,RAO-A (Unrestricted Use)
57889,NEWARK CITY FIRE DEPT ENGINE CO #9,197 199 SUMMER AVE,0714,Newark City,07101    ,LSRP Oversight
47761,NEWARK CITY FIRE DEPT HDQTRS,1010 18TH AVE,0714,Newark City,07106    ,LSRP Oversight
57981,NEWARK CITY FIRE DEPT STATION #13,714 MT PROSPECT AVE,0714,Newark City,07103    ,RAO-A (Unrestricted Use)
57984,NEWARK CITY FIRE DEPT STATION #15,269 271 PARK AVE,0714,Newark City,07103    ,LSRP Oversight
63112,NEWARK CITY FIRE SIGNAL,344 SPRINGFIELD AVE,0714,Newark City,07103    ,LSRP Oversight
47759,NEWARK CITY HAYES PARK EAST POOL,608 630 FERRY ST,0714,Newark City,071050000,LSRP Oversight
8638,NEWARK CITY HOUSING AUTH 12 UNIT LWRSE SETH BOYDEN,741 811 FRELINGHUYSEN AVE,0714,Newark City,07103    ,LSRP Oversight
8473,NEWARK CITY HOUSING AUTH BAXTER TERRACE APARTMENTS,57 SUSSEX AVE,0714,Newark City,07103    ,RAO-Entire Site (Restricted Use)
494359,NEWARK CITY HOUSING AUTH BRICK TOWERS,685 715 MARTIN LUTHER KING BLVD,0714,Newark City,07102    ,LSRP Oversight
47424,NEWARK CITY HOUSING AUTH EDWARD SCUDDER HOMES 2-19 FORMER,165 COURT ST,0714,Newark City,07103    ,RAO-A (Unrestricted Use)
203554,NEWARK CITY HOUSING AUTH IRVINE TURNER HOMES,105 119 MUHAMMED ALI BLVD,0714,Newark City,07103    ,LSRP Oversight
8515,NEWARK CITY HOUSING AUTH JOS P BRADLEY CT NJ 2-14,46 N MUNN AVE,0714,Newark City,07103    ,Suspected
47421,NEWARK CITY HOUSING AUTH OTTO KRETCHMER HOMES 2 10,71 LUDLOW ST,0714,Newark City,07114    ,LSRP Oversight
8710,NEWARK CITY HOUSING AUTH REV WM HAYES ELDERLY 2-18,68 BOYD ST,0714,Newark City,07101    ,Suspected
47420,NEWARK CITY HOUSING AUTH TERRELL HOMES #NJ209,35 RIVERVIEW CT,0714,Newark City,07105    ,Suspected
393317,NEWARK CITY JESSE ALLEN PARK,41 55 AVON AVE,0714,Newark City,07108    ,RAO-Entire Site (Restricted Use)
220697,NEWARK CITY NAT RURNER PARK,251 289 18TH AVE,0714,Newark City,07108    ,LSRP Oversight
63776,NEWARK CITY OAK ISLAND SLF,DELANCEY ST,0714,Newark City,07101    ,Suspected
515124,NEWARK CITY PARKING LOT SITE #10,97 LAFAYETTE ST,0714,Newark City,07102    ,No SRP Oversight Required
397641,NEWARK CITY PASSAIC RIVER WATERFRONT PARK,RAYMOND BLVD & JERSEY ST,0714,Newark City,07105    ,LSRP Oversight
64094,NEWARK CITY POLICE ACADEMY FORMER,294 308 AVE P,0714,Newark City,07101    ,LSRP Oversight
170399,NEWARK CITY POLICE & COURT BUILDING,31 GREEN ST,0714,Newark City,07102    ,LSRP Oversight
48680,NEWARK CITY POLICE DEPARTMENT FIREARMS RANGE,704 738 DOREMUS AVE,0714,Newark City,07199    ,LSRP Oversight
57809,NEWARK CITY POLICE DEPT EAST DIST,649 MARKET ST,0714,Newark City,07101    ,LSRP Oversight
47756,NEWARK CITY POLICE DEPT NORTH DIST,1 LINCOLN AVE,0714,Newark City,07102    ,LSRP Oversight
47613,NEWARK CITY POLICE DEPT SOUTH DIST,254 W BIGELOW ST,0714,Newark City,07102    ,LSRP Oversight
57837,NEWARK CITY POLICE DEPT WEST DIST,10 17TH AVE,0714,Newark City,07103    ,LSRP Oversight
129398,NEWARK CITY PUBLIC LIBRARY,5 WASHINGTON ST,0714,Newark City,07102    ,LSRP Oversight
307932,NEWARK CITY PUBLIC SCHOOLS ,34 LONGWORTH ST,0714,Newark City,07103    ,LSRP Oversight
8725,NEWARK CITY PUBLIC SCHOOLS ALEXANDER STREET SCHOOL,43 ALEXANDER ST,0714,Newark City,07102    ,LSRP Oversight
47558,NEWARK CITY PUBLIC SCHOOLS BARRINGER HIGH SCHOOL,90 PARKER ST,0714,Newark City,07101    ,RAO-A (Unrestricted Use)
366059,NEWARK CITY PUBLIC SCHOOLS BELMONT RUNYON SCHOOL,1 BELMONT RUNYON WAY,0714,Newark City,07105    ,LSRP Oversight
47565,NEWARK CITY PUBLIC SCHOOLS BURNET STREET SCHOOL,28 BURNET ST,0714,Newark City,07102    ,LSRP Oversight
8671,NEWARK CITY PUBLIC SCHOOLS CHANCELLOR AVENUE SCHOOL,321 CHANCELLOR AVE,0714,Newark City,07112    ,RAO-A (Unrestricted Use)
47569,NEWARK CITY PUBLIC SCHOOLS CHESTNUT STREET SCHOOL,42 CHESTNUT ST,0714,Newark City,07102    ,RAO-A (Restricted Use)
50766,NEWARK CITY PUBLIC SCHOOLS EAST SIDE HIGH SCHOOL,238 VAN BUREN ST,0714,Newark City,07105    ,LSRP Oversight
8485,NEWARK CITY PUBLIC SCHOOLS ELLIOTT STREET SCHOOL,721 SUMMER AVE,0714,Newark City,07104    ,RAO-Entire Site (Restricted Use)
420981,NEWARK CITY PUBLIC SCHOOLS GLADYS HILLMAN JONES MIDDLE SCHOOL PARKING LOT,27 37 7TH AVE E,0714,Newark City,07102    ,LSRP Oversight
47575,NEWARK CITY PUBLIC SCHOOLS HARRIET TUBMAN SCHOOL,504 10TH ST S,0714,Newark City,07103    ,RAO-A (Unrestricted Use)
40721,NEWARK CITY PUBLIC SCHOOLS LUIE MUNOZ MARIN ELEMENTARY SCHOOL,663 BROADWAY,0714,Newark City,07114    ,Known
8419,NEWARK CITY PUBLIC SCHOOLS MADISON ELEMENTARY SCHOOL,823 S 16TH ST,0714,Newark City,07114    ,LSRP Oversight
14911,NEWARK CITY PUBLIC SCHOOLS MALCOLM X SHABAZZ HIGH SCHOOL,80 JOHNSON AVE,0714,Newark City,07108    ,RAO-A (Unrestricted Use)
47578,NEWARK CITY PUBLIC SCHOOLS MAPLE AVENUE SCHOOL,33 47 MAPLE AVE,0714,Newark City,07114    ,LSRP Oversight
17997,NEWARK CITY PUBLIC SCHOOLS MOTOR POOL TRANSPORTATION DEPT,497 511 NEW JERSEY RAILROAD AVE,0714,Newark City,07114    ,LSRP Oversight
49325,NEWARK CITY PUBLIC SCHOOLS NEW N WARD ELEMENTARY SCHOOL,345 BROADWAY,0714,Newark City,07104    ,RAO-A (Unrestricted Use)
368143,NEWARK CITY PUBLIC SCHOOLS NEW UNIVERSITY HIGH SCHOOL PROPOSED,HAWTHORNE AVE & DEMAREST ST,0714,Newark City,07112    ,LSRP Oversight
32147,NEWARK CITY PUBLIC SCHOOLS PARK ELEMENTARY SCHOOL,120 MANCHESTER PL,0714,Newark City,07101    ,Known
8493,NEWARK CITY PUBLIC SCHOOLS RIDGE STREET SCHOOL,735 RIDGE ST,0714,Newark City,07104    ,RAO-A (Restricted Use)
47588,NEWARK CITY PUBLIC SCHOOLS ROBERTO CLEMENTE ANNEX,2 24 MT PLEASANT AVE,0714,Newark City,07104    ,LSRP Oversight
146109,NEWARK CITY PUBLIC SCHOOLS SCIENCE PARK HIGH SCHOOL PROPOSED,63 69 RICHMOND ST,0714,Newark City,07107    ,RAO-Entire Site (Restricted Use)
8502,NEWARK CITY PUBLIC SCHOOLS SOUTH STREET BD OF ED ELEMENTARY SCHOOL,34 48 HERMON ST,0714,Newark City,07105    ,LSRP Oversight
378673,NEWARK CITY PUBLIC SCHOOLS STADIUM,516 566 ROSEVILLE AVE,0714,Newark City,07107    ,Known
368133,NEWARK CITY PUBLIC SCHOOLS UNIVERSITY HIGH SCHOOL PROPOSED,28 HOBSON ST,0714,Newark City,071121307,No SRP Oversight Required
47598,NEWARK CITY PUBLIC SCHOOLS WEST SIDE HIGH SCHOOL,397 433 S ORANGE AVE,0714,Newark City,07101    ,LSRP Oversight
